Name,Value,Value Type,Type,Discount Class,Minimum Purchase Requirements,Combines with Order Discounts,Combines with Product Discounts,Combines with Shipping Discounts,Customer Selection,Times Used In Total,Applies Once Per Customer,Usage Limit Per Code,Status,Start,End
June2023_TKS_5OFF50 (2024-05-10 02:41),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-05-10 11:41:48 +0900,2024-05-18 11:41:48 +0900
6_2023_3OFF50 (2024-05-10 02:41),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-10 11:41:48 +0900,2024-05-14 11:41:48 +0900
6_2023_5OFF100 (2024-05-10 02:41),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-05-10 11:41:48 +0900,2024-05-14 11:41:48 +0900
June2023_TKS_3OFF30 (2024-05-10 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-10 11:00:18 +0900,2024-05-18 11:00:18 +0900
eeedfcb30ffb,-12,fixed_amount,Amount Off,order,,,,,all,1,,1,Active,2024-05-09 22:26:10 +0900,
June2023_WBACK_20OFF300 (2024-05-09 13:04),-20,fixed_amount,Amount Off,order,300,,,,all,1,1,1,Expired,2024-05-09 22:04:00 +0900,2024-05-17 22:04:00 +0900
DD7EC25CP8RP,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-09 17:33:15 +0900,
6_2023_10OFF300 (2024-05-09 07:34),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-09 16:34:31 +0900,2024-05-13 16:34:31 +0900
JZ0F0ECG2CW1,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-09 12:50:06 +0900,
6_2023_3OFF50 (2024-05-09 02:40),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-09 11:40:54 +0900,2024-05-13 11:40:54 +0900
June2023_TKS_5OFF50 (2024-05-09 02:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-09 11:00:20 +0900,2024-05-17 11:00:20 +0900
6_2023_5OFF100 (2024-05-09 01:43),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-05-09 10:43:37 +0900,2024-05-13 10:43:37 +0900
June2023_TKS_3OFF30 (2024-05-09 01:03),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-09 10:03:27 +0900,2024-05-17 10:03:27 +0900
June2023_WBACK_3OFF30 (2024-05-09 01:03),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-09 10:03:18 +0900,2024-05-17 10:03:18 +0900
June2023_WBACK_10OFF150 (2024-05-09 01:03),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-05-09 10:03:08 +0900,2024-05-17 10:03:08 +0900
June2023_WBACK_20OFF300 (2024-05-08 13:03),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-08 22:03:59 +0900,2024-05-16 22:03:59 +0900
6_2023_10OFF300 (2024-05-08 03:40),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-08 12:40:32 +0900,2024-05-12 12:40:32 +0900
A2DNPAV7D2S4,-7,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-08 11:17:36 +0900,
June2023_TKS_5OFF50 (2024-05-08 02:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-05-08 11:00:18 +0900,2024-05-16 11:00:18 +0900
June2023_WBACK_3OFF30 (2024-05-08 01:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-08 10:00:34 +0900,2024-05-16 10:00:34 +0900
June2023_TKS_3OFF30 (2024-05-08 01:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-08 10:00:18 +0900,2024-05-16 10:00:18 +0900
June2023_WBACK_10OFF150 (2024-05-07 20:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-05-08 05:00:44 +0900,2024-05-16 05:00:44 +0900
6_2023_3OFF50 (2024-05-07 19:48),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-08 04:48:30 +0900,2024-05-12 04:48:30 +0900
02M0JH814AN7,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-07 18:38:53 +0900,
0382576edd77,-1,fixed_amount,Amount Off,order,,,,,all,1,,1,Active,2024-05-07 17:39:26 +0900,
6_2023_5OFF100 (2024-05-07 07:19),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-05-07 16:19:27 +0900,2024-05-11 16:19:27 +0900
BYW7G4TVCMGC,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-07 16:06:15 +0900,
June2023_WBACK_20OFF300 (2024-05-07 04:01),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-07 13:01:03 +0900,2024-05-15 13:01:03 +0900
89A28FBFFZTX,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-07 12:50:26 +0900,
June2023_TKS_5OFF50 (2024-05-07 01:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-07 10:00:36 +0900,2024-05-15 10:00:36 +0900
June2023_WBACK_10OFF150 (2024-05-06 20:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-05-07 05:00:43 +0900,2024-05-15 05:00:43 +0900
June2023_WBACK_3OFF30 (2024-05-06 20:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-07 05:00:36 +0900,2024-05-15 05:00:36 +0900
June2023_TKS_3OFF30 (2024-05-06 20:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-07 05:00:25 +0900,2024-05-15 05:00:25 +0900
6_2023_3OFF50 (2024-05-06 18:59),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-07 03:59:34 +0900,2024-05-11 03:59:34 +0900
6_2023_10OFF300 (2024-05-06 12:10),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-06 21:10:31 +0900,2024-05-10 21:10:31 +0900
BEDFGAV3ENKE,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-06 16:19:11 +0900,
EQ3M01J7VMV4,-5,percentage,Amount Off,order,,,,,all,0,1,1,Active,2024-05-06 13:48:18 +0900,
June2023_WBACK_20OFF300 (2024-05-06 04:01),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-06 13:01:00 +0900,2024-05-14 13:01:00 +0900
June2023_TKS_5OFF50 (2024-05-05 20:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-05-06 05:00:58 +0900,2024-05-14 05:00:58 +0900
June2023_WBACK_3OFF30 (2024-05-05 19:09),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-06 04:09:29 +0900,2024-05-14 04:09:29 +0900
June2023_TKS_3OFF30 (2024-05-05 19:05),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-06 04:05:39 +0900,2024-05-14 04:05:39 +0900
6_2023_3OFF50 (2024-05-05 18:03),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-06 03:03:31 +0900,2024-05-10 03:03:31 +0900
June2023_WBACK_10OFF150 (2024-05-05 13:06),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-05-05 22:06:04 +0900,2024-05-13 22:06:04 +0900
6_2023_5OFF100 (2024-05-05 12:49),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-05-05 21:49:39 +0900,2024-05-09 21:49:39 +0900
June2023_WBACK_20OFF300 (2024-05-05 04:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-05 13:00:57 +0900,2024-05-13 13:00:57 +0900
June2023_TKS_5OFF50 (2024-05-04 20:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-05 05:00:54 +0900,2024-05-13 05:00:54 +0900
June2023_TKS_3OFF30 (2024-05-04 19:01),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-05 04:01:04 +0900,2024-05-13 04:01:04 +0900
June2023_WBACK_3OFF30 (2024-05-04 13:04),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-04 22:04:42 +0900,2024-05-12 22:04:42 +0900
June2023_WBACK_10OFF150 (2024-05-04 13:02),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-05-04 22:02:46 +0900,2024-05-12 22:02:46 +0900
6_2023_3OFF50 (2024-05-04 11:09),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-04 20:09:30 +0900,2024-05-08 20:09:30 +0900
EFMMR1AE6Y3R,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-04 12:52:47 +0900,
6_2023_10OFF300 (2024-05-04 03:17),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-04 12:17:32 +0900,2024-05-08 12:17:32 +0900
June2023_WBACK_20OFF300 (2024-05-04 03:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-04 12:00:55 +0900,2024-05-12 12:00:55 +0900
6_2023_5OFF100 (2024-05-04 02:57),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-05-04 11:57:34 +0900,2024-05-08 11:57:34 +0900
June2023_TKS_5OFF50 (2024-05-03 20:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-04 05:00:18 +0900,2024-05-12 05:00:18 +0900
June2023_TKS_3OFF30 (2024-05-03 13:04),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-03 22:04:23 +0900,2024-05-11 22:04:23 +0900
June2023_WBACK_3OFF30 (2024-05-03 12:01),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-03 21:01:45 +0900,2024-05-11 21:01:45 +0900
6_2023_3OFF50 (2024-05-03 10:38),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-03 19:38:30 +0900,2024-05-07 19:38:30 +0900
June2023_WBACK_10OFF150 (2024-05-03 03:01),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-05-03 12:01:01 +0900,2024-05-11 12:01:01 +0900
6_2023_10OFF300 (2024-05-03 02:45),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-03 11:45:27 +0900,2024-05-07 11:45:27 +0900
June2023_WBACK_20OFF300 (2024-05-03 02:01),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-03 11:01:27 +0900,2024-05-11 11:01:27 +0900
6_2023_5OFF100 (2024-05-02 23:33),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-05-03 08:33:34 +0900,2024-05-07 08:33:34 +0900
June2023_TKS_5OFF50 (2024-05-02 19:01),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-03 04:01:58 +0900,2024-05-11 04:01:58 +0900
June2023_TKS_3OFF30 (2024-05-02 11:01),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2024-05-02 20:01:23 +0900,2024-05-10 20:01:23 +0900
6_2023_3OFF50 (2024-05-02 09:29),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-02 18:29:30 +0900,2024-05-06 18:29:30 +0900
RAP6AVFNBFXQ,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-02 17:24:20 +0900,
3XVH1F8700GR,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-02 17:06:07 +0900,
June2023_WBACK_3OFF30 (2024-05-02 04:01),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-02 13:01:34 +0900,2024-05-10 13:01:34 +0900
June2023_WBACK_10OFF150 (2024-05-02 02:41),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-05-02 11:41:27 +0900,2024-05-10 11:41:27 +0900
6_2023_10OFF300 (2024-05-02 02:41),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-02 11:41:27 +0900,2024-05-06 11:41:27 +0900
June2023_WBACK_20OFF300 (2024-05-02 01:04),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-02 10:04:17 +0900,2024-05-10 10:04:17 +0900
6_2023_5OFF100 (2024-05-01 23:17),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-05-02 08:17:34 +0900,2024-05-06 08:17:34 +0900
June2023_TKS_5OFF50 (2024-05-01 13:02),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-05-01 22:02:42 +0900,2024-05-09 22:02:42 +0900
June2023_TKS_3OFF30 (2024-05-01 09:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-01 18:00:35 +0900,2024-05-09 18:00:35 +0900
6_2023_3OFF50 (2024-05-01 08:14),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-01 17:14:30 +0900,2024-05-05 17:14:30 +0900
ZQRK64DZG2TV,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-01 16:06:48 +0900,
F0BFRH0WMWGB,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-01 15:47:07 +0900,
9B9VRDJN83J5,-3,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-05-01 15:41:04 +0900,
JFTHANKYOU (2024-05-01 04:37),-5,percentage,Amount Off,order,50,,,,all,0,1,1,Expired,2024-05-01 13:37:13 +0900,2024-05-09 13:37:13 +0900
June2023_WBACK_3OFF30 (2024-05-01 04:01),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-05-01 13:01:10 +0900,2024-05-09 13:01:10 +0900
June2023_WBACK_10OFF150 (2024-05-01 02:01),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-05-01 11:01:25 +0900,2024-05-09 11:01:25 +0900
June2023_WBACK_20OFF300 (2024-05-01 01:01),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-05-01 10:01:21 +0900,2024-05-09 10:01:21 +0900
6_2023_5OFF100 (2024-04-30 19:42),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-05-01 04:42:37 +0900,2024-05-05 04:42:37 +0900
6_2023_10OFF300 (2024-04-30 14:28),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-30 23:28:49 +0900,2024-05-04 23:28:49 +0900
June2023_TKS_5OFF50 (2024-04-30 11:01),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-04-30 20:01:01 +0900,2024-05-08 20:01:01 +0900
YH6G6034X8B0,-5,percentage,Amount Off,order,,,,,all,0,1,1,Active,2024-04-30 17:20:21 +0900,
June2023_TKS_3OFF30 (2024-04-30 07:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-30 16:00:16 +0900,2024-05-08 16:00:16 +0900
PWHR36ACD5SJ,-5,percentage,Amount Off,order,,,,,all,0,1,1,Active,2024-04-30 14:08:43 +0900,
6_2023_3OFF50 (2024-04-30 03:12),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-30 12:12:30 +0900,2024-05-04 12:12:30 +0900
June2023_WBACK_3OFF30 (2024-04-30 02:41),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-30 11:41:52 +0900,2024-05-08 11:41:52 +0900
June2023_WBACK_10OFF150 (2024-04-30 01:01),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-04-30 10:01:23 +0900,2024-05-08 10:01:23 +0900
June2023_WBACK_20OFF300 (2024-04-29 20:01),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-30 05:01:34 +0900,2024-05-08 05:01:34 +0900
6_2023_5OFF100 (2024-04-29 18:31),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-04-30 03:31:39 +0900,2024-05-04 03:31:39 +0900
6_2023_10OFF300 (2024-04-29 11:29),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-29 20:29:31 +0900,2024-05-03 20:29:31 +0900
NE8RBQMV1S4F,-4.6,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-04-29 17:46:18 +0900,
HOGWARTS7,-7,fixed_amount,Amount Off,order,200,,,,all,2,,,Expired,2024-05-01 13:00:39 +0900,2024-05-05 13:00:59 +0900
June2023_TKS_3OFF30 (2024-04-29 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-29 13:00:38 +0900,2024-05-07 13:00:38 +0900
June2023_TKS_5OFF50 (2024-04-29 04:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-29 13:00:30 +0900,2024-05-07 13:00:30 +0900
2AFAJV2CM1SV,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-04-29 12:44:01 +0900,
June2023_WBACK_3OFF30 (2024-04-29 02:41),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-29 11:41:28 +0900,2024-05-07 11:41:28 +0900
6_2023_3OFF50 (2024-04-29 02:41),-3,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-04-29 11:41:24 +0900,2024-05-03 11:41:24 +0900
June2023_WBACK_10OFF150 (2024-04-29 01:01),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-04-29 10:01:21 +0900,2024-05-07 10:01:21 +0900
June2023_WBACK_20OFF300 (2024-04-28 20:01),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-29 05:01:05 +0900,2024-05-07 05:01:05 +0900
6_2023_5OFF100 (2024-04-28 17:24),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-04-29 02:24:51 +0900,2024-05-03 02:24:51 +0900
June2023_TKS_5OFF50 (2024-04-28 04:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-28 13:00:26 +0900,2024-05-06 13:00:26 +0900
June2023_TKS_3OFF30 (2024-04-28 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-28 13:00:24 +0900,2024-05-06 13:00:24 +0900
6_2023_10OFF300 (2024-04-28 02:49),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-28 11:49:52 +0900,2024-05-02 11:49:52 +0900
6_2023_3OFF50 (2024-04-28 02:01),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-28 11:01:17 +0900,2024-05-02 11:01:17 +0900
June2023_WBACK_3OFF30 (2024-04-28 02:01),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-28 11:01:07 +0900,2024-05-06 11:01:07 +0900
June2023_WBACK_10OFF150 (2024-04-28 01:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-04-28 10:00:41 +0900,2024-05-06 10:00:41 +0900
June2023_WBACK_20OFF300 (2024-04-27 19:10),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-28 04:10:59 +0900,2024-05-06 04:10:59 +0900
6_2023_5OFF100 (2024-04-27 15:12),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-04-28 00:12:10 +0900,2024-05-02 00:12:10 +0900
JDXP2R90AQ11,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-04-27 16:27:57 +0900,
June2023_TKS_5OFF50 (2024-04-27 04:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-04-27 13:00:25 +0900,2024-05-05 13:00:25 +0900
June2023_TKS_3OFF30 (2024-04-27 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-27 13:00:16 +0900,2024-05-05 13:00:16 +0900
6_2023_10OFF300 (2024-04-27 02:41),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-27 11:41:43 +0900,2024-05-01 11:41:43 +0900
June2023_WBACK_3OFF30 (2024-04-27 01:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-27 10:00:39 +0900,2024-05-05 10:00:39 +0900
6_2023_3OFF50 (2024-04-27 00:27),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-27 09:27:30 +0900,2024-05-01 09:27:30 +0900
June2023_WBACK_10OFF150 (2024-04-26 20:01),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-04-27 05:01:48 +0900,2024-05-05 05:01:48 +0900
June2023_WBACK_20OFF300 (2024-04-26 13:07),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-26 22:07:48 +0900,2024-05-04 22:07:48 +0900
June2023_TKS_3OFF30 (2024-04-26 03:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2024-04-26 12:00:17 +0900,2024-05-04 12:00:17 +0900
June2023_TKS_5OFF50 (2024-04-26 02:41),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-26 11:41:47 +0900,2024-05-04 11:41:47 +0900
6_2023_5OFF100 (2024-04-26 02:41),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-04-26 11:41:47 +0900,2024-04-30 11:41:47 +0900
6_2023_10OFF300 (2024-04-26 00:58),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-26 09:58:31 +0900,2024-04-30 09:58:31 +0900
6_2023_3OFF50 (2024-04-26 00:09),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-26 09:09:30 +0900,2024-04-30 09:09:30 +0900
June2023_WBACK_3OFF30 (2024-04-25 20:01),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-26 05:01:52 +0900,2024-05-04 05:01:52 +0900
June2023_WBACK_10OFF150 (2024-04-25 20:01),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-04-26 05:01:25 +0900,2024-05-04 05:01:25 +0900
June2023_WBACK_20OFF300 (2024-04-25 13:06),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-25 22:06:50 +0900,2024-05-03 22:06:50 +0900
JFTHANKYOU (2024-04-25 10:03),-5,percentage,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-25 19:03:53 +0900,2024-05-03 19:03:53 +0900
0MF2MCD6GQ7X,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-04-25 17:51:50 +0900,
SB3SWZVTVQQ8,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-04-25 16:59:08 +0900,
JJ3X3SD3S961,-50,fixed_amount,Amount Off,order,200,,,,all,1,1,1,Active,2024-04-25 16:17:03 +0900,
607RAPEDHCPF,-50,fixed_amount,Amount Off,order,200,,,,all,1,1,1,Active,2024-04-25 16:16:40 +0900,
June2023_TKS_3OFF30 (2024-04-25 03:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-25 12:00:16 +0900,2024-05-03 12:00:16 +0900
6_2023_5OFF100 (2024-04-25 01:44),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-04-25 10:44:39 +0900,2024-04-29 10:44:39 +0900
June2023_TKS_5OFF50 (2024-04-25 01:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-25 10:00:32 +0900,2024-05-03 10:00:32 +0900
6_2023_3OFF50 (2024-04-24 22:29),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-25 07:29:30 +0900,2024-04-29 07:29:30 +0900
June2023_WBACK_10OFF150 (2024-04-24 20:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-04-25 05:00:41 +0900,2024-05-03 05:00:41 +0900
June2023_WBACK_3OFF30 (2024-04-24 20:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-25 05:00:33 +0900,2024-05-03 05:00:33 +0900
6_2023_10OFF300 (2024-04-24 13:49),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-24 22:49:46 +0900,2024-04-28 22:49:46 +0900
June2023_WBACK_20OFF300 (2024-04-24 11:02),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-24 20:02:16 +0900,2024-05-02 20:02:16 +0900
TVRQTZNEMMXG,-3,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-04-24 18:30:26 +0900,
KS108RXKWQQC,-3,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-04-24 18:25:38 +0900,
SAKURA2024,-10,fixed_amount,Amount Off,order,250,,,,all,3,,,Expired,2024-04-24 12:34:40 +0900,2024-05-01 13:00:59 +0900
June2023_TKS_3OFF30 (2024-04-24 02:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-24 11:00:22 +0900,2024-05-02 11:00:22 +0900
June2023_TKS_5OFF50 (2024-04-24 01:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-04-24 10:00:31 +0900,2024-05-02 10:00:31 +0900
6_2023_3OFF50 (2024-04-23 20:34),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-24 05:34:58 +0900,2024-04-28 05:34:58 +0900
June2023_WBACK_10OFF150 (2024-04-23 19:04),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-04-24 04:04:15 +0900,2024-05-02 04:04:15 +0900
June2023_WBACK_3OFF30 (2024-04-23 19:03),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-04-24 04:03:42 +0900,2024-05-02 04:03:42 +0900
JFTHANKYOU (2024-04-23 16:06),-5,percentage,Amount Off,order,50,,,,all,0,1,1,Expired,2024-04-24 01:06:50 +0900,2024-05-02 01:06:50 +0900
6_2023_10OFF300 (2024-04-23 11:54),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-23 20:54:32 +0900,2024-04-27 20:54:32 +0900
June2023_WBACK_20OFF300 (2024-04-23 11:02),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-04-23 20:02:15 +0900,2024-05-01 20:02:15 +0900
ZAAWCH9RA8F1,-50,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Active,2024-04-23 18:26:55 +0900,
SQR70JPSMNZ0,-6.2,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-04-23 17:15:56 +0900,
NQA6RC06XAN5,-6.2,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-04-23 13:23:16 +0900,
1N910FSA81VX,-3,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-04-23 13:01:35 +0900,
6_2023_5OFF100 (2024-04-23 02:41),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-04-23 11:41:10 +0900,2024-04-27 11:41:10 +0900
June2023_TKS_3OFF30 (2024-04-23 01:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2024-04-23 10:00:48 +0900,2024-05-01 10:00:48 +0900
